ID,Diver,Buddy,Site No.,Site Name,Latitude,Longitude,Date,vis,Direction,Time,P-Qs,Temp_C,Depth,Method,Block,Code,Species,Common name,Total,Inverts,2.5,5,7.5,10,12.5,15,20,25,30,35,40,50,62.5,75,87.5,100,112.5,125,137.5,150,162.5,175,187.5,200,250,300,350,400,Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC8,Baeria Rocks North Island Northside,48.955081,-125.153373,28/04/2022,3,SE,14:25,EGL,,6,2,2,Hcr,Hermissenda crassicornis,Thick-horned nudibranch,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC8,Baeria Rocks North Island Northside,48.955081,-125.153373,28/04/2022,3,SE,14:25,EGL,,6,2,2,Dim,Dermasterias imbricata,Leather star,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC8,Baeria Rocks North Island Northside,48.955081,-125.153373,28/04/2022,3,SE,14:25,EGL,,6,2,2,Spu,Strongylocentrotus purpuratus,Purple sea urchin,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC8,Baeria Rocks North Island Northside,48.955081,-125.153373,28/04/2022,3,SE,14:25,EGL,,6,2,2,Poc,Pisaster ochraceus,Ochre star,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC8,Baeria Rocks North Island Northside,48.955081,-125.153373,28/04/2022,3,SE,14:25,EGL,,6,2,2,Pgi,Pomaulax gibberosus,Red turban snail,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC8,Baeria Rocks North Island Northside,48.955081,-125.153373,28/04/2022,3,SE,14:25,EGL,,6,2,2,Sdr,Strongylocentrotus droebachiensis,Green sea urchin,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC8,Baeria Rocks North Island Northside,48.955081,-125.153373,28/04/2022,3,SE,14:25,EGL,,6,2,2,Cgi,Crassadoma gigantea,Giant rock scallop,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC8,Baeria Rocks North Island Northside,48.955081,-125.153373,28/04/2022,3,SE,14:25,EGL,,6,2,2,dew,Debris - Wood,Any timber debris > 10cm,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC8,Baeria Rocks North Island Northside,48.955081,-125.153373,28/04/2022,3,SE,14:25,EGL,,6,2,2,Cfo,Ceratostoma foliatum,Leafy hornmouth snail,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC8,Baeria Rocks North Island Northside,48.955081,-125.153373,28/04/2022,3,SE,14:25,EGL,,6,2,2,Ami,Acmaea mitra,Whitecap limpet,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC8,Baeria Rocks North Island Northside,48.955081,-125.153373,28/04/2022,3,SE,14:25,EGL,,6,2,2,Lco,Limacia cockerelli,Cockerell's Dorid,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC20,Ed King East,48.835667,-125.2148,29/04/2022,4,NW,11:30,EGL,,6.5,1,1,Hde,Hexagrammos decagrammus,Kelp greenling,9,,,,,,,2,2,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC20,Ed King East,48.835667,-125.2148,29/04/2022,4,NW,11:30,EGL,,6.5,1,1,Sme,Sebastes melanops,Black rockfish,6,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC20,Ed King East,48.835667,-125.2148,29/04/2022,4,NW,11:30,EGL,,6.5,1,1,Oel,Ophiodon elongatus,Lingcod,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC20,Ed King East,48.835667,-125.2148,29/04/2022,4,NW,11:30,EGL,,6.5,1,1,Hst,Hexagrammos stelleri ,White-spotted greenling,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC20,Ed King East,48.835667,-125.2148,29/04/2022,4,NW,11:30,EGL,,6.5,2,1,Mfr,Mesocentrotus franciscanus,Red sea urchin,371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC20,Ed King East,48.835667,-125.2148,29/04/2022,4,NW,11:30,EGL,,6.5,2,1,Pmi,Patiria miniata,Bat star,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC20,Ed King East,48.835667,-125.2148,29/04/2022,4,NW,11:30,EGL,,6.5,2,1,Dim,Dermasterias imbricata,Leather star,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC20,Ed King East,48.835667,-125.2148,29/04/2022,4,NW,11:30,EGL,,6.5,2,1,Hka,Haliotis kamtschatkana,Northern abalone,13,,2,5,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC20,Ed King East,48.835667,-125.2148,29/04/2022,4,NW,11:30,EGL,,6.5,2,1,Spu,Strongylocentrotus purpuratus,Purple sea urchin,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC20,Ed King East,48.835667,-125.2148,29/04/2022,4,NW,11:30,EGL,,6.5,2,1,Tsp,Tonicella sp.,Unidentified chiton,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC20,Ed King East,48.835667,-125.2148,29/04/2022,4,NW,11:30,EGL,,6.5,2,1,Cfo,Ceratostoma foliatum,Leafy hornmouth snail,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC20,Ed King East,48.835667,-125.2148,29/04/2022,4,NW,11:30,EGL,,6.5,2,1,Ami,Acmaea mitra,Whitecap limpet,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC20,Ed King East,48.835667,-125.2148,29/04/2022,4,NW,11:30,EGL,,6.5,2,1,Oko,Orthasterias koehleri,Rainbow sea star,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC20,Ed King East,48.835667,-125.2148,29/04/2022,4,NW,11:30,EGL,,6.5,2,1,Poc,Pisaster ochraceus,Ochre star,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC20,Ed King East,48.835667,-125.2148,29/04/2022,4,NW,11:30,EGL,,6.5,2,1,Hermit,Paguroidea spp.,Unidentified Hermit crab,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC20,Ed King East,48.835667,-125.2148,29/04/2022,4,NW,11:30,EGL,,6.5,0,1,Opi,Oxylebius pictus,Painted greenling,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC20,Ed King East,48.835667,-125.2148,29/04/2022,4,NW,11:30,EGL,,6.5,2,1,Das,Diodora aspera,Rough keyhole limpet,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC20,Ed King East,48.835667,-125.2148,29/04/2022,4,NW,11:30,EGL,,6.5,0,1,Sca,Sebastes caurinus,Copper rockfish,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC20,Ed King East,48.835667,-125.2148,29/04/2022,4,NW,11:30,EGL,,6.5,2,1,Aca,Apostichopus californicus,California sea cucumber,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC20,Ed King East,48.835667,-125.2148,29/04/2022,4,NW,11:30,EGL,,6.5,2,1,Sac,Scyra acutifrons,Sharp-nosed crab,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC20,Ed King East,48.835667,-125.2148,29/04/2022,4,NW,11:30,EGL,,6.5,2,1,Jzo,Jordania zonope,Longfin sculpin,3,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC20,Ed King East,48.835667,-125.2148,29/04/2022,4,NW,11:30,EGL,,6.5,2,1,Aha,Artedius harringtoni,Scalyhead sculpin,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC20,Ed King East,48.835667,-125.2148,29/04/2022,4,NW,11:30,EGL,,6.5,2,1,Cgi,Crassadoma gigantea,Giant rock scallop,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC20,Ed King East,48.835667,-125.2148,29/04/2022,4,NW,11:30,EGL,,6.5,0,1,Sme,Sebastes melanops,Black rockfish,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC20,Ed King East,48.835667,-125.2148,29/04/2022,4,NW,11:30,EGL,,6.5,2,1,dez,Debris - Zero,No Debris found,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC20,Ed King East,48.835667,-125.2148,29/04/2022,4,NW,11:30,EGL,,6.5,0,0,Cpr,Cancer productus,Red rock crab,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC20,Ed King East,48.835667,-125.2148,29/04/2022,4,NW,11:30,EGL,,6.5,0,0,Tmo,Triopha modesta,Clown nudibranch,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC20,Ed King East,48.835667,-125.2148,29/04/2022,4,NW,11:30,EGL,,6.5,0,0,Cst,Cryptochiton stelleri,Gumboot chiton,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC20,Ed King East,48.835667,-125.2148,29/04/2022,4,NW,11:30,EGL,,6.5,1,2,Sme,Sebastes melanops,Black rockfish,5,,,,,,,1,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC20,Ed King East,48.835667,-125.2148,29/04/2022,4,NW,11:30,EGL,,6.5,1,2,Hde,Hexagrammos decagrammus,Kelp greenling,12,,,,,,,,,5,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC20,Ed King East,48.835667,-125.2148,29/04/2022,4,NW,11:30,EGL,,6.5,1,2,Pba,Pleurobrachia bachei,Pacific sea goosberry,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC20,Ed King East,48.835667,-125.2148,29/04/2022,4,NW,11:30,EGL,,6.5,2,2,Mfr,Mesocentrotus franciscanus,Red sea urchin,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC20,Ed King East,48.835667,-125.2148,29/04/2022,4,NW,11:30,EGL,,6.5,2,2,Pmi,Patiria miniata,Bat star,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC20,Ed King East,48.835667,-125.2148,29/04/2022,4,NW,11:30,EGL,,6.5,2,2,Hka,Haliotis kamtschatkana,Northern abalone,12,,,3,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC20,Ed King East,48.835667,-125.2148,29/04/2022,4,NW,11:30,EGL,,6.5,2,2,Poc,Pisaster ochraceus,Ochre star,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC20,Ed King East,48.835667,-125.2148,29/04/2022,4,NW,11:30,EGL,,6.5,2,2,Ami,Acmaea mitra,Whitecap limpet,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC20,Ed King East,48.835667,-125.2148,29/04/2022,4,NW,11:30,EGL,,6.5,2,2,Das,Diodora aspera,Rough keyhole limpet,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC20,Ed King East,48.835667,-125.2148,29/04/2022,4,NW,11:30,EGL,,6.5,2,2,Cfo,Ceratostoma foliatum,Leafy hornmouth snail,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC20,Ed King East,48.835667,-125.2148,29/04/2022,4,NW,11:30,EGL,,6.5,2,2,Dim,Dermasterias imbricata,Leather star,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC20,Ed King East,48.835667,-125.2148,29/04/2022,4,NW,11:30,EGL,,6.5,2,2,Aca,Apostichopus californicus,California sea cucumber,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC20,Ed King East,48.835667,-125.2148,29/04/2022,4,NW,11:30,EGL,,6.5,2,2,Spu,Strongylocentrotus purpuratus,Purple sea urchin,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC20,Ed King East,48.835667,-125.2148,29/04/2022,4,NW,11:30,EGL,,6.5,2,2,Hermit,Paguroidea spp.,Unidentified Hermit crab,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC20,Ed King East,48.835667,-125.2148,29/04/2022,4,NW,11:30,EGL,,6.5,2,2,dew,Debris - Wood,Any timber debris > 10cm,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC20,Ed King East,48.835667,-125.2148,29/04/2022,4,NW,11:30,EGL,,6.5,0,2,Hde,Hexagrammos decagrammus,Kelp greenling,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC20,Ed King East,48.835667,-125.2148,29/04/2022,4,NW,11:30,EGL,,6.5,2,2,Lsp,Leptasterias sp.,Unidentified six-ray sea star,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC20,Ed King East,48.835667,-125.2148,29/04/2022,4,NW,11:30,EGL,,6.5,2,2,Oko,Orthasterias koehleri,Rainbow sea star,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC20,Ed King East,48.835667,-125.2148,29/04/2022,4,NW,11:30,EGL,,6.5,2,2,Etr,Evasterias troschelii,Mottled sea star,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC20,Ed King East,48.835667,-125.2148,29/04/2022,4,NW,11:30,EGL,,6.5,2,2,Ppr,Pugettia producta,Kelp crab,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC20,Ed King East,48.835667,-125.2148,29/04/2022,4,NW,11:30,EGL,,6.5,2,2,Cst,Cryptochiton stelleri,Gumboot chiton,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC20,Ed King East,48.835667,-125.2148,29/04/2022,4,NW,11:30,EGL,,6.5,2,2,Hsp,Henricia sp.,Unidentified blood star,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC20,Ed King East,48.835667,-125.2148,29/04/2022,4,NW,11:30,EGL,,6.5,2,2,Sac,Scyra acutifrons,Sharp-nosed crab,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC20,Ed King East,48.835667,-125.2148,29/04/2022,4,NW,11:30,EGL,,6.5,2,2,Jzo,Jordania zonope,Longfin sculpin,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC20,Ed King East,48.835667,-125.2148,29/04/2022,4,NW,11:30,EGL,,6.5,2,2,Dmo,Doris montereyensis,Monterey Sea lemon,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC20,Ed King East,48.835667,-125.2148,29/04/2022,4,NW,11:30,EGL,,6.5,2,2,Hhe,Hemilepidotus hemilepidotus,Red irish lord,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC20,Ed King East,48.835667,-125.2148,29/04/2022,4,NW,11:30,EGL,,6.5,2,2,Cgi,Crassadoma gigantea,Giant rock scallop,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC20,Ed King East,48.835667,-125.2148,29/04/2022,4,NW,11:30,EGL,,6.5,0,0,Sne,Sebastes nebulosus,China Rockfish,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC20,Ed King East,48.835667,-125.2148,29/04/2022,4,NW,11:30,EGL,,6.5,0,0,Sca,Sebastes caurinus,Copper rockfish,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC20,Ed King East,48.835667,-125.2148,29/04/2022,4,NW,11:30,EGL,,6.5,0,0,Ppr,Pugettia producta,Kelp crab,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC20,Ed King East,48.835667,-125.2148,29/04/2022,4,NW,11:30,EGL,,6.5,0,0,Dod,Doris odhneri,Giant white dorid,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC9,Eagle Bay,48.834788,-125.147024,02/05/2022,3,SW,13:45,EGL,,6.5,1,1,Rni,Rhinogobiops nicholsii,Blackeye goby,6,,,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC9,Eagle Bay,48.834788,-125.147024,02/05/2022,3,SW,13:45,EGL,,6.5,1,1,Hde,Hexagrammos decagrammus,Kelp greenling,7,,,,,,,1,,2,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC9,Eagle Bay,48.834788,-125.147024,02/05/2022,3,SW,13:45,EGL,,6.5,1,1,Sme,Sebastes melanops,Black rockfish,3,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC9,Eagle Bay,48.834788,-125.147024,02/05/2022,3,SW,13:45,EGL,,6.5,1,1,Sca,Sebastes caurinus,Copper rockfish,2,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC9,Eagle Bay,48.834788,-125.147024,02/05/2022,3,SW,13:45,EGL,,6.5,1,1,Sma,Sebastes maliger,Quillback rockfish,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC9,Eagle Bay,48.834788,-125.147024,02/05/2022,3,SW,13:45,EGL,,6.5,2,1,Mfr,Mesocentrotus franciscanus,Red sea urchin,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC9,Eagle Bay,48.834788,-125.147024,02/05/2022,3,SW,13:45,EGL,,6.5,2,1,Pno,Peltodoris nobilis,Sea lemon,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC9,Eagle Bay,48.834788,-125.147024,02/05/2022,3,SW,13:45,EGL,,6.5,2,1,Rni,Rhinogobiops nicholsii,Blackeye goby,29,,2,9,8,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC9,Eagle Bay,48.834788,-125.147024,02/05/2022,3,SW,13:45,EGL,,6.5,2,1,Pmi,Patiria miniata,Bat star,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC9,Eagle Bay,48.834788,-125.147024,02/05/2022,3,SW,13:45,EGL,,6.5,2,1,Etr,Evasterias troschelii,Mottled sea star,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC9,Eagle Bay,48.834788,-125.147024,02/05/2022,3,SW,13:45,EGL,,6.5,0,1,Sca,Sebastes caurinus,Copper rockfish,8,,,,,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jasmin Schuster,Em Lim,BMSC9,Eagle Bay,48.834788,-125.147024,02/05/2022,3,SW,13:45,EGL,,6.5,2,1,Sac,Scyra acutifrons,Sharp-nosed crab,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
